,AdfgStreamCode,StreamName,SurveyDate,Comments,BeginLatitude,BeginLongitude,BeginComments,EndLatitude,EndLongitude,EndComments,ExtentLatitude,ExtentLongitude,ExtentComments,DistanceMeters,SpeciesCode,CommonName,AliveCount,DeadCount,PreviouslySampledCount,TotalCount,NumberofSpecimens,NumberStrays,PercentStrays,numReadOK,numMarked,numUnMarked,Year
173,112-48-10190,Little Goose Creek,8/20/14,"River still high though perfectly clear. Arrived at modest high tide, pinks spawning in upper intertidal , 4 live chum .  Very few fish in meadow stretch, a few pinks in timber but no csrcases of either species. Flood evidence more than three feet above current relatively high water.  Turned back in order to search tide flats, all two samples found there. lots of pink carcasses at mid tide range.",57.93086295,-135.7724244,,57.91312762,-135.7746501,,NA,NA,,1979.69346,450,Chum Salmon,4,0,NA,4,2,0,0,2,0,2,2014
174,112-48-10190,Little Goose Creek,7/29/15, Water too high to walk in or cross creek.  Fish visible in pools almost all pinks. No chum seen in likely/previously popular spawning areas. A few pinks actively spawning.  Single chum carcass was unspawned female found in tide zone.,57.9295288,-135.7727551,,57.91008527,-135.7756421,,NA,NA,,2172.296018,450,Chum Salmon,3,1,NA,4,1,0,0,1,0,1,2015
175,112-48-10190,Little Goose Creek,8/7/15,"Water much lower than last trip.  Visibility good.  Lots of pinks, mostly holding in pools. Some pinks spawning , less than one percent of pinks dead.  Chum prospects pretty bleak.  Walked farther upstream than ever before, gradient steeper and alders on both sides.  Very beary.",57.92970883,-135.7737192,,57.90446069,-135.7805207,,NA,NA,,2840.789501,450,Chum Salmon,32,9,NA,41,6,0,0,6,0,6,2015
176,112-48-10190,Little Goose Creek,8/21/15,"Stream banks scoured by recent flood. Water still higher than last trip, usual crossing spots too deep. Silt deposits above banks.  Only saw 8 live chum.  Wind picking up and forecast awful, turned around after first big log jam.   Probably not worth another trip.",57.93050945,-135.7704914,,57.9134255,-135.7728557,,NA,NA,,1907.898284,450,Chum Salmon,8,9,NA,17,7,0,0,7,0,7,2015
177,112-50-10300,Freshwater Creek,8/24/14,started at 0900 at 2 mile bridge and worked down to flats,57.93398991,-135.2484075,,57.94123404,-135.2125268,,NA,NA,,2273.40428,450,Chum Salmon,233,83,NA,316,88,1,1.19,84,1,83,2014
178,112-50-10300,Freshwater Creek,8/26/14,"Day 2 on Freshwater Ck (8/24 on Ben's tablet). Hiked from bridge overland to intertidal area, saw one sow and two cubs in open field that left as soon as we made presence known. ,Started in intertidal area at 1000 (Begin Location), working US, focused effort in lower reach and on live fish based on work completed here 8/24/2014. Almost immediately we saw another sow with two cubs fishing US of us. We made our presence known but she made no effort to move. We processed what we could safely gather, then after about 1.5hrs decided to move on. Walked around her to deep pool by tall cut bank (processing area 2), skipping about 200 yards of stream. Stream had several side channels US of PA3 that we skipped in order to stay together. No fish observed btwn PA 3 and 4. Finished at bridge (End Location) at 1515.",57.93855786,-135.2167029,,57.93412055,-135.2477835,,NA,NA,,1906.32057,450,Chum Salmon,252,49,NA,301,29,1,3.45,29,1,28,2014
179,112-50-10300,Freshwater Creek,7/27/15,SURVEY QUALITY: POORWe started our survey at 10:00 am just below the north fork bridge and walked to where the south fork meets up.  Ben's crew walked the south fork from the bridge there to the mouth.  Their start and end location was taken to show the stretch of stream covered and our processing areas show the stretch we covered on the north fork.  Raining most of the day and water level visibly increased.  Visibility went down very quickly and effected our live/dead counts along with the huge number of pink salmon.  The live chums observed where not post spawned with two exceptions and the other two samples collected where dead and/or preyed upon.  Majority of chum observed closer to the starting pount for the north fork.  There was a young brown bear at the start of the flats that was unwilling to give up his reach of stream.,57.93402,-135.24799,,57.94129,-135.21241,,NA,NA,,2257.790008,450,Chum Salmon,107,2,NA,109,4,0,0,4,0,4,2015
180,112-50-10300,Freshwater Creek,8/5/15,"SURVEY QUALITY: GOODSurvey started at 9:00 am. South Fork of Freshwater up from the bridge, walked up approx. 1 1/2 miles sampling all the way. Slow through the canyon. Once out of the canyon picked up and chum were present. Lost fishing pole, tempers flared. Bear sighted on way down. Did the 'start' of survey at South Fork at the furthest upstream location. Then traveled to bridge of North Fork (Freshwater). Worked our way downstream to GPS location (where stream is closest to the road), which was a little over a mile. Our end point for the single Freshwater survey was the bridge point at North Fork. Found upper extent (series of large rapid areas followed by a 40 ft. waterfall), which is included in the survey. Water was clear, visibility high. Sunny day. ",57.95468953,-135.2900664,,57.93442639,-135.2697831,,57.95240566,-135.2728533,,2556.629584,450,Chum Salmon,115,25,NA,140,40,0,0,40,0,40,2015
181,112-50-10300,Freshwater Creek,8/14/15,"SURVEY QUALITY: FAIR Began survey at 9:30 am on the North Fork of Freshwater Creek. Low, clear water conditions. Reached the confluence of the North and South Forks of Freshwater Creek, proceded down beyond toward tidal flats. Most of the live chum counted were seen in this stretch of stream. Returned by taking the South Fork, which had low, turbidy water. Survey conditions (alive/dead) were determined to be fair due to the high turbidity of the South Fork and large number of pink salmon in deep pools. Survey ended at 4:00 pm. ",57.94754614,-135.2625792,,57.93924804,-135.2205555,,NA,NA,,2654.955254,450,Chum Salmon,108,47,NA,155,50,4,8,50,4,46,2015
182,112-50-10300,Freshwater Creek,8/16/15,"SURVEY QUALITY: GOOD Started stream survey at 9:00 am from upper freshwater bridge and walked upstream. Very few chum salmon sited, and most were spawned out morts. Surveyed until noon when canyon became steep on both sides, and chum salmon hadn't been seen for half a mile. Lower amounts of salmon in stream, as well as low water and great visibility made for a GOOD survey quality. Daytime high in the mid 50's with light precipitation throughout the afternoon. ",57.93432897,-135.2483015,,57.93482574,-135.2713241,,NA,NA,,1364.996031,450,Chum Salmon,13,39,NA,52,40,0,0,40,0,40,2015
183,112-65-10240,Greens Creek,7/21/13,,58.1022093,-134.7662578,,58.08724755,-134.7426946,,NA,NA,,2169.836783,450,Chum Salmon,123,70,NA,193,61,0,0,59,0,59,2013
184,112-65-10240,Greens Creek,8/20/13,,58.10177325,-134.7642186,,58.08412492,-134.738826,,NA,NA,,2471.182735,450,Chum Salmon,4,9,NA,13,9,0,0,9,0,9,2013
185,112-65-10240,Greens Creek,7/23/14,"Walked about 3 miles (human estimate) up stream, saw mostly pinks and some chums in the first mile or so, then everything diminished to nothing by mile three. Saw a couple bears, one false charge. Very little spawning activity.",58.10170921,-134.7636897,,58.08073427,-134.7407661,,NA,NA,,2699.230099,450,Chum Salmon,28,0,NA,28,0,NA,NA,NA,NA,NA,2014
186,112-65-10240,Greens Creek,8/19/14,saw almost no carcasses. 1 of 3 live chum seen was sampled. water cloudy from rain but could easily see pinks throughout survey.,58.10213644,-134.7644015,,58.08290152,-134.7384065,,NA,NA,,2634.472909,450,Chum Salmon,3,0,NA,3,1,0,0,1,0,1,2014
187,112-65-10240,Greens Creek,7/28/15,"SURVEY QUALITY: GOOD Started survey at 9:30 am, worked our way up. Initiallly clarity was poor. Not many chum viewed until into the trees a ways (off the tidal flats). Live/dead counts were determined to be good because the level of water and ability to distiguish chums from pinks. Encountered two bears. Light rain in the afternoon. Sampled 62 fish. ",58.10401409,-134.7671837,,58.08291125,-134.7384174,,NA,NA,,2898.776542,450,Chum Salmon,84,15,NA,99,63,0,0,63,0,63,2015
188,112-65-10240,Greens Creek,8/3/15,"SURVEY QUALITY: GOOD Survey began at 8:15 am at low tide. Water level low, good clarity, which resulted in a good live/dead count. Not a large number of chum seen until valhalla. Beautiful sunny day. Worked our way up right side of braid until bear sighting fork. Ended at just above last survey end point at 3:00 pm. Hiked out through the woods back to mouth (high tide). ",58.10378824,-134.7685243,,58.08151886,-134.7399693,,NA,NA,,2998.095842,450,Chum Salmon,93,88,NA,181,103,6,6.06,99,6,93,2015
189,112-65-10240,Greens Creek,8/7/15,"SURVEY QUALITY: GOOD Survey began at 9:00 am. Water clarity was good, low water. Large numbers of pinks, very few live chum. Approx. 1/2 were spawned out. No live chum seen in upper reaches near end of survey. Overcast in the morning, sunny in the afternoon. 1 bear. Survey ended at 4:00 pm. Last visit. Final count of 261 (96 today). ",58.10172821,-134.7646253,,58.08031297,-134.7407397,,NA,NA,,2770.208975,450,Chum Salmon,50,145,NA,195,96,4,4.21,95,4,91,2015
190,112-80-10280,Chaik Bay Creek,7/23/13,"all samples from bear kills, not necessarily spawn-outs.",57.3127935,-134.4718709,,57.29191739,-134.4301764,,NA,NA,,3423.683703,450,Chum Salmon,2500,40,NA,2540,41,0,0,39,0,39,2013
191,112-80-10280,Chaik Bay Creek,7/28/13,Active spawning and spawnouts throughout survey area but few good quality dead fish available for sampling.,57.31423517,-134.4657969,,57.29778781,-134.4387917,,NA,NA,,2450.372429,450,Chum Salmon,2500,400,NA,2900,223,1,0.46,217,1,216,2013
192,112-80-10280,Chaik Bay Creek,8/21/13,Mostly carcasses,57.31296583,-134.4739346,,57.30582037,-134.4435937,,NA,NA,,1994.202236,450,Chum Salmon,9,300,NA,309,336,1,0.31,324,1,323,2013
193,112-80-10280,Chaik Bay Creek,7/31/14,"Still chums at turn around point but becoming fewer and stream becoming tighter at top. Most fish are fresh. No carcasses seen other than our sample. Less then 100 fish seen in tide flat, most were up past the treeline. Saw many bears, but no fish from bear kills.",57.31597682,-134.4681562,,57.29178432,-134.4267374,,NA,NA,,3673.085607,450,Chum Salmon,905,0,NA,905,4,0,0,4,0,4,2014
194,112-80-10280,Chaik Bay Creek,8/20/14,"1 sample from bear kill,  the rest were snagged.  many spawning and fresh fish.",57.31269856,-134.4655076,,57.29195281,-134.4299115,,NA,NA,,3153.041538,450,Chum Salmon,625,4,NA,629,21,0,0,21,0,21,2014
195,112-80-10280,Chaik Bay Creek,8/31/14,"Creek water higher than average and rising through out survey. Most live fish still looked fresh. No fish (pinks or chums) seen below the high tide anchor point, No chums seen until the tree line.",57.31340999,-134.4655266,,57.29468439,-134.4344245,,NA,NA,,2804.160584,450,Chum Salmon,260,38,NA,298,28,0,0,27,0,27,2014
196,112-80-10280,Chaik Bay Creek,7/25/15,"SURVEY QUALITY: GOOD Left the Bear at 0920 and skiffed part way up the tide flat, where we anchored the skiffs in the stream channel.  Concluded survey by 1245 because the stream became braided and narrow (bear safety was a concern). Most of the chum observed on the way up the stream were in deep pools.  On the way down many had moved up into shallower portions.  Very few new redds were observed and no moldy chums.  Only sample was from a bear predation, which was found on the way back down.  Lots of pinks in the intertidal pools.  Had to wait almost two hours to get skiffs out of stream channel due to low tide level (~1530).  High tide was at 0847 of 10.5' (Petersburg).  Weather was partly cloudy in the morning moving to cloudy.  A few bears were seen.",57.30958526,-134.4528015,,57.2913782,-134.4267391,,NA,NA,,2565.072097,450,Chum Salmon,184,0,NA,184,1,0,0,1,0,1,2015
197,112-80-10280,Chaik Bay Creek,8/6/15,"SURVEY QUALITY: GOOD Left the Bear at 0800.  Anchored the skiffs in the intertidal portion of the stream.  Hiked to the treeline by 0900.  Over 100 bright chums were seen by that time.  Most sampling was done on the way down the creek.  All but two samples came from live chums.  Roughly ten percent of chums observed were moldy.  Many seen in the intertidal area.  Many pinks throughout.  Turned around at 1230 because stream became braided and had lots of log jams, which reduces bear safety.  Chums were also starting to dwindle out.  Got back to the skiffs at 1645.  High tide at 0617 of 14.1' (Petersburg).  Water was clear and lower than last visit, making visibility good.  It was cloudy with scattered showers.  Twelve bears and one sockeye seen on the survey.",57.31030322,-134.4542774,,57.29271221,-134.4233196,,NA,NA,,2705.594312,450,Chum Salmon,769,6,NA,775,30,1,3.33,30,1,29,2015
198,112-80-10280,Chaik Bay Creek,9/2/15,SURVEY QUALITY: GOODLots of carcasses throughout survey. Several live chums seen still actively working redds. Good visibility and flow levels.,57.30671585,-134.4439325,,57.29794788,-134.4384498,,NA,NA,,1030.860333,450,Chum Salmon,42,361,NA,403,336,6,1.82,330,6,324,2015
199,112-90-10140,Whitewater Creek,7/22/13,"100-200 above tidal influence, Begin survey lat/lon were missing - copied from the next survey beucase crew thought the starting point was the same.1000 fish entering on high tide",57.24210473,-134.5223037,,57.24174151,-134.4972429,,NA,NA,,1513.644151,450,Chum Salmon,150,0,NA,150,0,NA,NA,NA,NA,NA,2013
200,112-90-10140,Whitewater Creek,8/7/13,,57.24210473,-134.5223037,,57.24137629,-134.49555,,NA,NA,,1617.357486,450,Chum Salmon,400,200,NA,600,163,8,5.03,159,8,151,2013
201,112-90-10140,Whitewater Creek,8/19/13,,57.24084935,-134.5250666,,57.24344765,-134.4891897,,NA,NA,,2185.375807,450,Chum Salmon,50,70,NA,120,75,1,1.37,73,1,72,2013
202,112-90-10140,Whitewater Creek,8/1/14,sampled with tide in due to very large tide flat to get across. samples taken were either bear kills or postspawn fish which were snagged,57.24146931,-134.5246798,,57.24551537,-134.4831424,,NA,NA,,2547.967921,450,Chum Salmon,376,15,NA,391,26,4,15.38,26,4,22,2014
